;fabric_width(m);slice_tuple;total_slice;waste;qty;total_qty;%_of_total;%_of_valuable;%_of_waste
287;2.2;1.76;1.76;0.44000000000000017;1;2660;0.00037593984962406017;0.7999999999999999;0.20000000000000007
289;2.2;1.85;1.85;0.3500000000000001;1;2660;0.00037593984962406017;0.8409090909090908;0.15909090909090912
207;2.0;1.63;1.63;0.3700000000000001;2314;11300;0.2047787610619469;0.815;0.18500000000000005
210;2.0;1.78;1.78;0.21999999999999997;1345;11300;0.11902654867256637;0.89;0.10999999999999999
156;2.0;0.5;0.5;1.5;982;11300;0.08690265486725664;0.25;0.75
176;2.0;0.6;0.6;1.4;886;11300;0.0784070796460177;0.3;0.7
199;2.0;1.0;1.0;1.0;865;11300;0.07654867256637168;0.5;0.5
193;2.0;0.8|1.2|;2.0;0.0;546;11300;0.04831858407079646;1.0;0.0
197;2.0;0.9;0.9;1.1;346;11300;0.030619469026548673;0.45;0.55
170;2.0;0.6|0.8|;1.4;0.6000000000000001;342;11300;0.030265486725663718;0.7;0.30000000000000004
124;2.0;0.4;0.4;1.6;261;11300;0.023097345132743363;0.2;0.8
175;2.0;0.6|1.4|;2.0;0.0;214;11300;0.018938053097345132;1.0;0.0
169;2.0;0.6|0.7|;1.2999999999999998;0.7000000000000002;203;11300;0.017964601769911503;0.6499999999999999;0.3500000000000001
123;2.0;0.4|1.6|;2.0;0.0;199;11300;0.017610619469026548;1.0;0.0
189;2.0;0.7;0.7;1.3;189;11300;0.01672566371681416;0.35;0.65
208;2.0;1.6;1.6;0.3999999999999999;169;11300;0.014955752212389381;0.8;0.19999999999999996
213;2.0;1.8;1.8;0.19999999999999996;167;11300;0.014778761061946902;0.9;0.09999999999999998
150;2.0;0.5|0.7|;1.2;0.8;150;11300;0.01327433628318584;0.6;0.4
188;2.0;0.7|1.2|;1.9;0.10000000000000009;149;11300;0.013185840707964603;0.95;0.050000000000000044
194;2.0;0.8;0.8;1.2;136;11300;0.012035398230088496;0.4;0.6
144;2.0;0.5|0.6|0.8;1.9000000000000001;0.09999999999999987;119;11300;0.010530973451327433;0.9500000000000001;0.04999999999999993
115;2.0;0.4|0.6|;1.0;1.0;115;11300;0.010176991150442478;0.5;0.5
120;2.0;0.4|0.8|;1.2000000000000002;0.7999999999999998;114;11300;0.010088495575221238;0.6000000000000001;0.3999999999999999
196;2.0;0.9|1.0|;1.9;0.10000000000000009;114;11300;0.010088495575221238;0.95;0.050000000000000044
204;2.0;1.4;1.4;0.6000000000000001;106;11300;0.009380530973451328;0.7;0.30000000000000004
174;2.0;0.6|1.2|;1.7999999999999998;0.20000000000000018;92;11300;0.008141592920353982;0.8999999999999999;0.10000000000000009
218;2.0;2.0;2.0;0.0;86;11300;0.007610619469026548;1.0;0.0
111;2.0;0.4|0.5|;0.9;1.1;83;11300;0.007345132743362832;0.45;0.55
151;2.0;0.5|0.8|;1.3;0.7;80;11300;0.007079646017699115;0.65;0.35
192;2.0;0.8|1.0|;1.8;0.19999999999999996;67;11300;0.005929203539823008;0.9;0.09999999999999998
201;2.0;1.2;1.2;0.8;64;11300;0.005663716814159292;0.6;0.4
146;2.0;0.5|0.6|;1.1;0.8999999999999999;51;11300;0.004513274336283186;0.55;0.44999999999999996
162;2.0;0.65;0.65;1.35;41;11300;0.0036283185840707967;0.325;0.675
166;2.0;0.6|0.6|;1.2;0.8;38;11300;0.0033628318584070795;0.6;0.4
149;2.0;0.5|0.7|0.8;2.0;0.0;37;11300;0.0032743362831858407;1.0;0.0
140;2.0;0.5|0.5|;1.0;1.0;34;11300;0.003008849557522124;0.5;0.5
119;2.0;0.4|0.7|;1.1;0.8999999999999999;31;11300;0.002743362831858407;0.55;0.44999999999999996
181;2.0;0.75;0.75;1.25;31;11300;0.002743362831858407;0.375;0.625
155;2.0;0.5|1.4|;1.9;0.10000000000000009;27;11300;0.0023893805309734514;0.95;0.050000000000000044
117;2.0;0.4|0.7|0.8;1.9000000000000001;0.09999999999999987;22;11300;0.0019469026548672567;0.9500000000000001;0.04999999999999993
187;2.0;0.7|1.0|;1.7;0.30000000000000004;22;11300;0.0019469026548672567;0.85;0.15000000000000002
113;2.0;0.4|0.6|0.8;1.8;0.19999999999999996;21;11300;0.0018584070796460177;0.9;0.09999999999999998
132;2.0;0.55;0.55;1.45;21;11300;0.0018584070796460177;0.275;0.725
122;2.0;0.4|1.2|;1.6;0.3999999999999999;20;11300;0.0017699115044247787;0.8;0.19999999999999996
185;2.0;0.7|0.8|;1.5;0.5;19;11300;0.0016814159292035398;0.75;0.25
98;2.0;0.45;0.45;1.55;18;11300;0.001592920353982301;0.225;0.775
143;2.0;0.5|0.6|0.7;1.8;0.19999999999999996;18;11300;0.001592920353982301;0.9;0.09999999999999998
152;2.0;0.5|0.9|;1.4;0.6000000000000001;17;11300;0.001504424778761062;0.7;0.30000000000000004
154;2.0;0.5|1.2|;1.7;0.30000000000000004;16;11300;0.001415929203539823;0.85;0.15000000000000002
86;2.0;0.45|0.55|;1.0;1.0;11;11300;0.0009734513274336283;0.5;0.5
106;2.0;0.4|0.5|0.6;1.5;0.5;11;11300;0.0009734513274336283;0.75;0.25
186;2.0;0.7|0.9|;1.6;0.3999999999999999;11;11300;0.0009734513274336283;0.8;0.19999999999999996
136;2.0;0.5|0.5|0.5;1.5;0.5;9;11300;0.0007964601769911505;0.75;0.25
164;2.0;0.6|0.6|0.6;1.7999999999999998;0.20000000000000018;8;11300;0.0007079646017699115;0.8999999999999999;0.10000000000000009
110;2.0;0.4|0.5|1.0;1.9;0.10000000000000009;7;11300;0.0006194690265486725;0.95;0.050000000000000044
184;2.0;0.7|0.7|;1.4;0.6000000000000001;7;11300;0.0006194690265486725;0.7;0.30000000000000004
191;2.0;0.8|0.9|;1.7000000000000002;0.2999999999999998;7;11300;0.0006194690265486725;0.8500000000000001;0.1499999999999999
45;2.0;0.29;0.29;1.71;6;11300;0.0005309734513274337;0.145;0.855
118;2.0;0.4|0.7|0.9;2.0;0.0;6;11300;0.0005309734513274337;1.0;0.0
125;2.0;0.55|0.65|;1.2000000000000002;0.7999999999999998;6;11300;0.0005309734513274337;0.6000000000000001;0.3999999999999999
200;2.0;1.1;1.1;0.8999999999999999;6;11300;0.0005309734513274337;0.55;0.44999999999999996
58;2.0;0.35|0.8|;1.15;0.8500000000000001;5;11300;0.0004424778761061947;0.575;0.42500000000000004
127;2.0;0.55|0.7|;1.25;0.75;5;11300;0.0004424778761061947;0.625;0.375
148;2.0;0.5|0.7|0.7;1.9;0.10000000000000009;5;11300;0.0004424778761061947;0.95;0.050000000000000044
153;2.0;0.5|1.0|;1.5;0.5;5;11300;0.0004424778761061947;0.75;0.25
51;2.0;0.35|0.55|;0.9;1.1;4;11300;0.00035398230088495576;0.45;0.55
54;2.0;0.35|0.65|;1.0;1.0;4;11300;0.00035398230088495576;0.5;0.5
55;2.0;0.35|0.6|;0.95;1.05;4;11300;0.00035398230088495576;0.475;0.525
59;2.0;0.35|0.9|;1.25;0.75;4;11300;0.00035398230088495576;0.625;0.375
77;2.0;0.3|0.6|;0.8999999999999999;1.1;4;11300;0.00035398230088495576;0.44999999999999996;0.55
93;2.0;0.45|0.75|;1.2;0.8;4;11300;0.00035398230088495576;0.6;0.4
108;2.0;0.4|0.5|0.8;1.7000000000000002;0.2999999999999998;4;11300;0.00035398230088495576;0.8500000000000001;0.1499999999999999
112;2.0;0.4|0.6|0.7;1.7;0.30000000000000004;4;11300;0.00035398230088495576;0.85;0.15000000000000002
121;2.0;0.4|1.0|;1.4;0.6000000000000001;4;11300;0.00035398230088495576;0.7;0.30000000000000004
157;2.0;0.65|0.75|;1.4;0.6000000000000001;4;11300;0.00035398230088495576;0.7;0.30000000000000004
168;2.0;0.6|0.7|0.7;1.9999999999999998;2.220446049250313e-16;4;11300;0.00035398230088495576;0.9999999999999999;1.1102230246251565e-16
195;2.0;0.9|0.9|;1.8;0.19999999999999996;4;11300;0.00035398230088495576;0.9;0.09999999999999998
198;2.0;1.0|1.0|;2.0;0.0;4;11300;0.00035398230088495576;1.0;0.0
49;2.0;0.35|0.45|;0.8;1.2;3;11300;0.00026548672566371683;0.4;0.6
56;2.0;0.35|0.75|;1.1;0.8999999999999999;3;11300;0.00026548672566371683;0.55;0.44999999999999996
70;2.0;0.3|0.4|;0.7;1.3;3;11300;0.00026548672566371683;0.35;0.65
74;2.0;0.3|0.65|;0.95;1.05;3;11300;0.00026548672566371683;0.475;0.525
89;2.0;0.45|0.5|;0.95;1.05;3;11300;0.00026548672566371683;0.475;0.525
91;2.0;0.45|0.65|;1.1;0.8999999999999999;3;11300;0.00026548672566371683;0.55;0.44999999999999996
95;2.0;0.45|0.7|;1.15;0.8500000000000001;3;11300;0.00026548672566371683;0.575;0.42500000000000004
102;2.0;0.4|0.4|0.5;1.3;0.7;3;11300;0.00026548672566371683;0.65;0.35
105;2.0;0.4|0.55|;0.9500000000000001;1.0499999999999998;3;11300;0.00026548672566371683;0.47500000000000003;0.5249999999999999
107;2.0;0.4|0.5|0.7;1.6;0.3999999999999999;3;11300;0.00026548672566371683;0.8;0.19999999999999996
109;2.0;0.4|0.5|0.9;1.8;0.19999999999999996;3;11300;0.00026548672566371683;0.9;0.09999999999999998
126;2.0;0.55|0.6|;1.15;0.8500000000000001;3;11300;0.00026548672566371683;0.575;0.42500000000000004
163;2.0;0.6|0.65|;1.25;0.75;3;11300;0.00026548672566371683;0.625;0.375
44;2.0;0.21;0.21;1.79;2;11300;0.00017699115044247788;0.105;0.895
46;2.0;0.2;0.2;1.8;2;11300;0.00017699115044247788;0.1;0.9
61;2.0;0.35;0.35;1.65;2;11300;0.00017699115044247788;0.175;0.825
81;2.0;0.3;0.3;1.7;2;11300;0.00017699115044247788;0.15;0.85
83;2.0;0.45|0.55|0.65;1.65;0.3500000000000001;2;11300;0.00017699115044247788;0.825;0.17500000000000004
85;2.0;0.45|0.55|0.75;1.75;0.25;2;11300;0.00017699115044247788;0.875;0.125
92;2.0;0.45|0.6|;1.05;0.95;2;11300;0.00017699115044247788;0.525;0.475
96;2.0;0.45|0.9|;1.35;0.6499999999999999;2;11300;0.00017699115044247788;0.675;0.32499999999999996
103;2.0;0.4|0.4|;0.8;1.2;2;11300;0.00017699115044247788;0.4;0.6
114;2.0;0.4|0.6|0.9;1.9;0.10000000000000009;2;11300;0.00017699115044247788;0.95;0.050000000000000044
128;2.0;0.55|0.8|;1.35;0.6499999999999999;2;11300;0.00017699115044247788;0.675;0.32499999999999996
133;2.0;0.5|0.55|0.65;1.7000000000000002;0.2999999999999998;2;11300;0.00017699115044247788;0.8500000000000001;0.1499999999999999
137;2.0;0.5|0.5|0.6;1.6;0.3999999999999999;2;11300;0.00017699115044247788;0.8;0.19999999999999996
138;2.0;0.5|0.5|0.7;1.7;0.30000000000000004;2;11300;0.00017699115044247788;0.85;0.15000000000000002
145;2.0;0.5|0.6|0.9;2.0;0.0;2;11300;0.00017699115044247788;1.0;0.0
158;2.0;0.65|0.7|;1.35;0.6499999999999999;2;11300;0.00017699115044247788;0.675;0.32499999999999996
159;2.0;0.65|0.8|;1.4500000000000002;0.5499999999999998;2;11300;0.00017699115044247788;0.7250000000000001;0.2749999999999999
167;2.0;0.6|0.75|;1.35;0.6499999999999999;2;11300;0.00017699115044247788;0.675;0.32499999999999996
209;2.0;1.77;1.77;0.22999999999999998;2;11300;0.00017699115044247788;0.885;0.11499999999999999
211;2.0;1.7;1.7;0.30000000000000004;2;11300;0.00017699115044247788;0.85;0.15000000000000002
215;2.0;1.95;1.95;0.050000000000000044;2;11300;0.00017699115044247788;0.975;0.025000000000000022
47;2.0;0.35|0.35|0.5|0.5|;1.7;0.30000000000000004;1;11300;8.849557522123894e-05;0.85;0.15000000000000002
48;2.0;0.35|0.45|0.55;1.35;0.6499999999999999;1;11300;8.849557522123894e-05;0.675;0.32499999999999996
50;2.0;0.35|0.55|0.65;1.55;0.44999999999999996;1;11300;8.849557522123894e-05;0.775;0.22499999999999998
52;2.0;0.35|0.5|;0.85;1.15;1;11300;8.849557522123894e-05;0.425;0.575
53;2.0;0.35|0.65|0.75;1.75;0.25;1;11300;8.849557522123894e-05;0.875;0.125
57;2.0;0.35|0.7|0.8;1.8499999999999999;0.15000000000000013;1;11300;8.849557522123894e-05;0.9249999999999999;0.07500000000000007
60;2.0;0.35|1.0|;1.35;0.6499999999999999;1;11300;8.849557522123894e-05;0.675;0.32499999999999996
62;2.0;0.37|0.85|;1.22;0.78;1;11300;8.849557522123894e-05;0.61;0.39
63;2.0;0.3|0.35|0.65;1.2999999999999998;0.7000000000000002;1;11300;8.849557522123894e-05;0.6499999999999999;0.3500000000000001
64;2.0;0.3|0.35|;0.6499999999999999;1.35;1;11300;8.849557522123894e-05;0.32499999999999996;0.675
65;2.0;0.3|0.3|0.35|0.35|;1.2999999999999998;0.7000000000000002;1;11300;8.849557522123894e-05;0.6499999999999999;0.3500000000000001
66;2.0;0.3|0.3|0.55|0.55|;1.7;0.30000000000000004;1;11300;8.849557522123894e-05;0.85;0.15000000000000002
67;2.0;0.3|0.45|0.7;1.45;0.55;1;11300;8.849557522123894e-05;0.725;0.275
68;2.0;0.3|0.4|0.7;1.4;0.6000000000000001;1;11300;8.849557522123894e-05;0.7;0.30000000000000004
69;2.0;0.3|0.4|0.9;1.6;0.3999999999999999;1;11300;8.849557522123894e-05;0.8;0.19999999999999996
71;2.0;0.3|0.5|0.6;1.4;0.6000000000000001;1;11300;8.849557522123894e-05;0.7;0.30000000000000004
72;2.0;0.3|0.5|;0.8;1.2;1;11300;8.849557522123894e-05;0.4;0.6
73;2.0;0.3|0.65|0.9;1.85;0.1499999999999999;1;11300;8.849557522123894e-05;0.925;0.07499999999999996
75;2.0;0.3|0.6|0.65;1.5499999999999998;0.4500000000000002;1;11300;8.849557522123894e-05;0.7749999999999999;0.2250000000000001
76;2.0;0.3|0.6|0.7;1.5999999999999999;0.40000000000000013;1;11300;8.849557522123894e-05;0.7999999999999999;0.20000000000000007
78;2.0;0.3|0.75|;1.05;0.95;1;11300;8.849557522123894e-05;0.525;0.475
79;2.0;0.3|0.7|;1.0;1.0;1;11300;8.849557522123894e-05;0.5;0.5
80;2.0;0.3|1.1|;1.4000000000000001;0.5999999999999999;1;11300;8.849557522123894e-05;0.7000000000000001;0.29999999999999993
82;2.0;0.43|0.43|0.55|0.55|;1.9600000000000002;0.039999999999999813;1;11300;8.849557522123894e-05;0.9800000000000001;0.019999999999999907
84;2.0;0.45|0.55|0.6;1.6;0.3999999999999999;1;11300;8.849557522123894e-05;0.8;0.19999999999999996
87;2.0;0.45|0.5|0.55;1.5;0.5;1;11300;8.849557522123894e-05;0.75;0.25
88;2.0;0.45|0.5|0.65;1.6;0.3999999999999999;1;11300;8.849557522123894e-05;0.8;0.19999999999999996
90;2.0;0.45|0.65|0.75;1.85;0.1499999999999999;1;11300;8.849557522123894e-05;0.925;0.07499999999999996
94;2.0;0.45|0.7|0.75;1.9;0.10000000000000009;1;11300;8.849557522123894e-05;0.95;0.050000000000000044
97;2.0;0.45|1.0|;1.45;0.55;1;11300;8.849557522123894e-05;0.725;0.275
99;2.0;0.49;0.49;1.51;1;11300;8.849557522123894e-05;0.245;0.755
100;2.0;0.4|0.4|0.4|0.4|;1.6;0.3999999999999999;1;11300;8.849557522123894e-05;0.8;0.19999999999999996
101;2.0;0.4|0.4|0.4;1.2000000000000002;0.7999999999999998;1;11300;8.849557522123894e-05;0.6000000000000001;0.3999999999999999
104;2.0;0.4|0.55|0.7;1.65;0.3500000000000001;1;11300;8.849557522123894e-05;0.825;0.17500000000000004
116;2.0;0.4|0.75|;1.15;0.8500000000000001;1;11300;8.849557522123894e-05;0.575;0.42500000000000004
129;2.0;0.55|0.9|;1.4500000000000002;0.5499999999999998;1;11300;8.849557522123894e-05;0.7250000000000001;0.2749999999999999
130;2.0;0.55|1.0|;1.55;0.44999999999999996;1;11300;8.849557522123894e-05;0.775;0.22499999999999998
131;2.0;0.55|1.4|;1.95;0.050000000000000044;1;11300;8.849557522123894e-05;0.975;0.025000000000000022
134;2.0;0.5|0.55|;1.05;0.95;1;11300;8.849557522123894e-05;0.525;0.475
135;2.0;0.5|0.5|0.5|0.5|;2.0;0.0;1;11300;8.849557522123894e-05;1.0;0.0
139;2.0;0.5|0.5|0.8;1.8;0.19999999999999996;1;11300;8.849557522123894e-05;0.9;0.09999999999999998
141;2.0;0.5|0.65|0.7;1.8499999999999999;0.15000000000000013;1;11300;8.849557522123894e-05;0.9249999999999999;0.07500000000000007
142;2.0;0.5|0.65|;1.15;0.8500000000000001;1;11300;8.849557522123894e-05;0.575;0.42500000000000004
147;2.0;0.5|0.75|;1.25;0.75;1;11300;8.849557522123894e-05;0.625;0.375
160;2.0;0.65|0.9|;1.55;0.44999999999999996;1;11300;8.849557522123894e-05;0.775;0.22499999999999998
161;2.0;0.65|1.2|;1.85;0.1499999999999999;1;11300;8.849557522123894e-05;0.925;0.07499999999999996
165;2.0;0.6|0.6|0.8;2.0;0.0;1;11300;8.849557522123894e-05;1.0;0.0
171;2.0;0.6|0.9|;1.5;0.5;1;11300;8.849557522123894e-05;0.75;0.25
172;2.0;0.6|1.0|;1.6;0.3999999999999999;1;11300;8.849557522123894e-05;0.8;0.19999999999999996
173;2.0;0.6|1.1|;1.7000000000000002;0.2999999999999998;1;11300;8.849557522123894e-05;0.8500000000000001;0.1499999999999999
177;2.0;0.71;0.71;1.29;1;11300;8.849557522123894e-05;0.355;0.645
178;2.0;0.75|0.8|;1.55;0.44999999999999996;1;11300;8.849557522123894e-05;0.775;0.22499999999999998
179;2.0;0.75|1.0|;1.75;0.25;1;11300;8.849557522123894e-05;0.875;0.125
180;2.0;0.75|1.1|;1.85;0.1499999999999999;1;11300;8.849557522123894e-05;0.925;0.07499999999999996
182;2.0;0.79;0.79;1.21;1;11300;8.849557522123894e-05;0.395;0.605
183;2.0;0.7|0.75|;1.45;0.55;1;11300;8.849557522123894e-05;0.725;0.275
190;2.0;0.85;0.85;1.15;1;11300;8.849557522123894e-05;0.425;0.575
202;2.0;1.3;1.3;0.7;1;11300;8.849557522123894e-05;0.65;0.35
203;2.0;1.49;1.49;0.51;1;11300;8.849557522123894e-05;0.745;0.255
205;2.0;1.54;1.54;0.45999999999999996;1;11300;8.849557522123894e-05;0.77;0.22999999999999998
206;2.0;1.5;1.5;0.5;1;11300;8.849557522123894e-05;0.75;0.25
212;2.0;1.86;1.86;0.1399999999999999;1;11300;8.849557522123894e-05;0.93;0.06999999999999995
214;2.0;1.92;1.92;0.08000000000000007;1;11300;8.849557522123894e-05;0.96;0.040000000000000036
216;2.0;1.99;1.99;0.010000000000000009;1;11300;8.849557522123894e-05;0.995;0.0050000000000000044
217;2.0;1.9;1.9;0.10000000000000009;1;11300;8.849557522123894e-05;0.95;0.050000000000000044
36;1.8;1.63;1.63;0.17000000000000015;881;1958;0.44994892747701737;0.9055555555555554;0.09444444444444453
42;1.8;1.78;1.78;0.020000000000000018;497;1958;0.25383043922369763;0.9888888888888889;0.01111111111111112
28;1.8;0.9;0.9;0.9;111;1958;0.05669050051072523;0.5;0.5
20;1.8;0.6;0.6;1.2000000000000002;84;1958;0.04290091930541369;0.3333333333333333;0.6666666666666667
43;1.8;1.8;1.8;0.0;56;1958;0.028600612870275793;1.0;0.0
13;1.8;0.5;0.5;1.3;52;1958;0.026557711950970377;0.2777777777777778;0.7222222222222222
41;1.8;1.75;1.75;0.050000000000000044;42;1958;0.021450459652706845;0.9722222222222222;0.0277777777777778
3;1.8;0.4|0.5|;0.9;0.9;28;1958;0.014300306435137897;0.5;0.5
38;1.8;1.6;1.6;0.19999999999999996;28;1958;0.014300306435137897;0.888888888888889;0.11111111111111108
5;1.8;0.4;0.4;1.4;24;1958;0.012257405515832482;0.22222222222222224;0.7777777777777777
7;1.8;0.55|0.7|;1.25;0.55;22;1958;0.011235955056179775;0.6944444444444444;0.3055555555555556
33;1.8;1.4;1.4;0.40000000000000013;19;1958;0.009703779366700716;0.7777777777777777;0.2222222222222223
8;1.8;0.55;0.55;1.25;14;1958;0.007150153217568948;0.3055555555555556;0.6944444444444444
0;1.8;0.29;0.29;1.51;13;1958;0.006639427987742594;0.1611111111111111;0.8388888888888889
19;1.8;0.6|1.2|;1.7999999999999998;2.220446049250313e-16;13;1958;0.006639427987742594;0.9999999999999999;1.2335811384723962e-16
27;1.8;0.8;0.8;1.0;11;1958;0.0056179775280898875;0.4444444444444445;0.5555555555555556
1;1.8;0.2;0.2;1.6;9;1958;0.004596527068437181;0.11111111111111112;0.888888888888889
25;1.8;0.7;0.7;1.1;7;1958;0.003575076608784474;0.38888888888888884;0.6111111111111112
26;1.8;0.8|1.0|;1.8;0.0;6;1958;0.0030643513789581204;1.0;0.0
29;1.8;1.0;1.0;0.8;5;1958;0.002553626149131767;0.5555555555555556;0.4444444444444445
39;1.8;1.72;1.72;0.08000000000000007;5;1958;0.002553626149131767;0.9555555555555555;0.04444444444444448
10;1.8;0.5|0.6|;1.1;0.7;3;1958;0.0015321756894790602;0.6111111111111112;0.38888888888888884
31;1.8;1.2;1.2;0.6000000000000001;3;1958;0.0015321756894790602;0.6666666666666666;0.33333333333333337
34;1.8;1.53;1.53;0.27;3;1958;0.0015321756894790602;0.85;0.15
17;1.8;0.6|0.6|;1.2;0.6000000000000001;2;1958;0.0010214504596527069;0.6666666666666666;0.33333333333333337
23;1.8;0.75;0.75;1.05;2;1958;0.0010214504596527069;0.41666666666666663;0.5833333333333334
2;1.8;0.4|0.4|0.5|0.5|;1.8;0.0;1;1958;0.0005107252298263534;1.0;0.0
4;1.8;0.4|0.7|;1.1;0.7;1;1958;0.0005107252298263534;0.6111111111111112;0.38888888888888884
6;1.8;0.55|0.6|;1.15;0.6500000000000001;1;1958;0.0005107252298263534;0.6388888888888888;0.36111111111111116
9;1.8;0.5|0.6|0.7;1.8;0.0;1;1958;0.0005107252298263534;1.0;0.0
11;1.8;0.5|0.7|;1.2;0.6000000000000001;1;1958;0.0005107252298263534;0.6666666666666666;0.33333333333333337
12;1.8;0.5|1.0|;1.5;0.30000000000000004;1;1958;0.0005107252298263534;0.8333333333333333;0.16666666666666669
14;1.8;0.64|0.71|;1.35;0.44999999999999996;1;1958;0.0005107252298263534;0.75;0.24999999999999997
15;1.8;0.65|0.7|;1.35;0.44999999999999996;1;1958;0.0005107252298263534;0.75;0.24999999999999997
16;1.8;0.65;0.65;1.15;1;1958;0.0005107252298263534;0.3611111111111111;0.6388888888888888
18;1.8;0.6|1.0|;1.6;0.19999999999999996;1;1958;0.0005107252298263534;0.888888888888889;0.11111111111111108
21;1.8;0.71;0.71;1.09;1;1958;0.0005107252298263534;0.39444444444444443;0.6055555555555556
22;1.8;0.75|0.8|;1.55;0.25;1;1958;0.0005107252298263534;0.8611111111111112;0.1388888888888889
24;1.8;0.7|0.8|;1.5;0.30000000000000004;1;1958;0.0005107252298263534;0.8333333333333333;0.16666666666666669
30;1.8;1.24;1.24;0.56;1;1958;0.0005107252298263534;0.6888888888888889;0.3111111111111111
32;1.8;1.38;1.38;0.42000000000000015;1;1958;0.0005107252298263534;0.7666666666666666;0.23333333333333342
35;1.8;1.5;1.5;0.30000000000000004;1;1958;0.0005107252298263534;0.8333333333333333;0.16666666666666669
37;1.8;1.66;1.66;0.14000000000000012;1;1958;0.0005107252298263534;0.9222222222222222;0.07777777777777785
40;1.8;1.73;1.73;0.07000000000000006;1;1958;0.0005107252298263534;0.961111111111111;0.038888888888888924
